grlivarea,bsmtfinsf1,overallqual,neighborhood_NridgHt,exterqual,garagearea,bsmtexposure,neighborhood_StoneBr,overallcond,masvnrarea,kitchenqual,bldgtype_TwnhsE,bsmtunfsf,bsmtfintype1_None,bsmtqual,bldgtype_Twnhs,exterior1st_BrkFace,functional_Typ,agesold,yearbuilt,neighborhood_GrnHill,garagefinish_RFn,mssubclass_20,roofmatl_WdShngl,masvnr,neighborhood_NoRidge,bedroomabvgr,masvnrtype_Stone,fireplaces,lotarea
816,538.0,6,0,4,432.0,3,0,8,0.0,3,0,278.0,0,3,0,0,1,78,1930,0,0,0,0,0,0,2,0,0,5890
1097,0.0,5,0,3,672.0,1,0,5,0.0,3,0,1097.0,0,4,0,0,1,15,1994,0,0,1,0,0,0,3,0,0,10859
1652,1196.0,8,0,4,499.0,3,1,5,0.0,5,1,298.0,0,4,0,0,1,7,2000,0,1,0,0,0,0,2,0,0,5330
1768,0.0,4,0,3,0.0,1,0,5,0.0,3,0,1768.0,0,3,0,0,1,42,1968,0,0,0,0,0,0,4,0,0,10778
1152,0.0,4,0,3,0.0,0,0,5,58.0,3,0,0.0,1,0,0,0,1,53,1955,0,0,0,0,1,0,2,0,0,6845
810,0.0,2,0,2,280.0,0,0,4,0.0,3,0,0.0,1,0,0,0,0,99,1910,0,0,0,0,0,0,1,0,0,21780
1358,876.0,7,1,4,484.0,1,0,5,176.0,4,1,474.0,0,4,0,0,1,2,2007,0,1,0,0,1,0,2,1,1,10307
1216,897.0,6,0,3,402.0,1,0,5,116.0,3,0,319.0,0,5,1,0,1,8,1998,0,0,0,0,1,0,2,0,0,4500
1638,0.0,6,0,3,384.0,1,0,5,327.0,4,0,967.0,0,3,0,0,1,49,1957,0,0,0,0,1,0,4,0,0,9060
1252,510.0,7,0,4,462.0,1,0,5,212.0,4,0,90.0,0,4,1,0,1,9,1999,0,0,0,0,1,0,2,0,0,2160
883,718.0,5,0,3,698.0,3,0,6,0.0,3,0,0.0,0,4,0,0,1,17,1992,0,0,0,0,0,0,2,0,1,7669
874,510.0,5,0,3,288.0,1,0,6,0.0,3,0,354.0,0,3,0,0,1,41,1968,0,1,1,0,0,0,3,0,0,9858
1710,0.0,7,0,3,480.0,1,0,6,0.0,3,0,576.0,0,3,0,0,1,89,1921,0,0,0,0,0,0,3,0,0,10300
1836,0.0,8,0,4,517.0,1,0,5,288.0,4,0,1836.0,0,4,0,0,1,1,2008,0,0,1,0,1,0,3,0,1,8125
1092,895.0,5,0,3,299.0,1,0,5,0.0,3,0,197.0,0,3,0,0,1,49,1957,0,0,1,0,0,0,2,0,1,14850
1241,1106.0,7,0,4,569.0,1,0,5,0.0,4,1,135.0,0,4,0,0,1,1,2006,0,0,0,0,0,0,1,0,0,4274
1334,686.0,6,0,3,630.0,1,0,5,360.0,3,0,664.0,0,4,0,0,1,32,1977,0,1,1,0,1,0,2,0,1,9650
1429,594.0,6,0,3,572.0,1,0,6,85.0,4,0,331.0,0,3,0,0,1,47,1960,0,0,1,0,1,0,3,0,2,14585
1566,1078.0,8,0,4,750.0,3,0,5,36.0,4,0,488.0,0,4,0,0,1,2,2008,0,1,1,0,1,0,3,1,0,9000
2288,432.0,7,0,3,520.0,1,0,7,283.0,4,0,476.0,0,4,0,0,1,32,1977,0,1,0,0,1,0,4,0,2,13774
1709,1238.0,9,0,4,506.0,3,0,5,60.0,4,1,460.0,0,5,0,0,1,9,1999,0,0,0,0,1,0,2,0,1,5119
1721,119.0,8,1,4,554.0,1,0,5,210.0,4,0,1602.0,0,4,0,0,1,2,2005,0,1,1,0,1,0,3,0,0,9254
1254,872.0,8,0,4,810.0,3,0,5,140.0,4,0,382.0,0,4,0,0,1,1,2008,0,1,1,0,1,0,2,0,0,10324
1350,336.0,5,0,3,627.0,1,0,7,0.0,4,0,240.0,0,3,0,0,0,67,1941,0,0,0,0,0,0,2,0,0,8375
1630,0.0,7,0,4,451.0,1,0,5,171.0,4,0,1630.0,0,4,0,0,1,9,2000,0,0,1,0,1,0,3,0,1,9750
1585,0.0,7,0,4,449.0,1,0,5,96.0,4,0,784.0,0,4,0,0,1,1,2005,0,1,0,0,1,0,3,0,0,7632
1336,841.0,5,0,3,375.0,2,0,5,56.0,3,0,324.0,0,3,0,0,1,53,1953,0,0,0,0,1,0,2,0,2,15750
1211,612.0,5,0,3,576.0,1,0,6,0.0,3,0,252.0,0,3,0,0,0,44,1962,0,0,1,0,0,0,2,0,1,9240
1353,903.0,6,0,3,478.0,1,0,5,253.0,3,0,356.0,0,4,0,0,1,28,1979,0,1,1,0,1,0,2,0,1,10400
1200,654.0,7,0,3,440.0,1,0,6,202.0,3,0,520.0,0,3,0,0,1,41,1966,0,1,1,0,1,0,3,0,1,8800
2329,1085.0,7,0,3,514.0,1,0,5,99.0,4,0,390.0,0,4,0,0,1,18,1990,0,0,0,0,1,0,4,0,1,11839
1536,810.0,7,0,4,532.0,3,0,5,113.0,4,0,726.0,0,4,0,0,1,6,2002,0,1,1,0,1,0,3,0,0,9135
1811,296.0,6,0,3,470.0,1,0,7,0.0,5,0,230.0,0,3,0,0,1,50,1956,0,0,1,0,0,0,2,0,1,14115
2172,0.0,7,1,4,947.0,1,0,5,350.0,4,0,1063.0,0,5,0,0,1,1,2006,0,1,0,0,1,0,3,0,1,14154
1073,967.0,4,0,3,720.0,1,0,6,0.0,3,0,106.0,0,3,0,0,1,50,1957,0,0,1,0,0,0,3,0,0,6565
1839,0.0,6,0,3,442.0,1,0,5,351.0,3,0,756.0,0,3,0,0,1,44,1966,0,0,0,0,1,0,4,0,1,7700
1020,0.0,3,0,2,0.0,1,0,3,0.0,2,0,1020.0,0,3,0,0,1,88,1918,0,0,0,0,0,0,2,0,0,4761
1802,860.0,6,0,4,1017.0,1,0,7,85.0,4,0,86.0,0,4,0,0,1,17,1993,0,1,0,0,1,0,3,0,1,12361
1009,755.0,5,0,3,576.0,3,0,7,51.0,3,0,240.0,0,3,0,0,1,30,1977,0,0,0,0,1,0,3,0,1,9720
1338,24.0,8,0,4,598.0,1,0,5,0.0,4,0,1314.0,0,4,0,0,1,0,2007,0,1,1,0,0,0,3,0,0,8640
3820,0.0,5,0,3,624.0,0,0,7,0.0,5,0,0.0,1,0,0,0,1,49,1959,0,0,1,0,0,0,5,0,2,47007
1392,0.0,7,0,4,540.0,1,0,5,0.0,4,1,689.0,0,4,0,0,1,1,2007,0,0,0,0,0,0,2,0,0,3180
1288,786.0,8,0,4,500.0,1,0,5,0.0,5,1,474.0,0,4,0,1,1,12,1996,0,0,0,0,0,0,1,0,2,14963
1013,0.0,6,0,3,160.0,1,0,7,0.0,3,0,992.0,0,3,0,0,1,82,1926,0,0,0,0,0,0,3,0,0,5000
1782,1531.0,8,1,4,932.0,4,0,5,238.0,4,0,251.0,0,5,0,0,1,5,2004,0,0,1,0,1,0,3,0,2,16870
1922,1249.0,9,0,4,676.0,4,1,5,200.0,4,0,673.0,0,5,0,0,1,2,2005,0,0,1,0,1,0,3,1,1,14157
1718,1172.0,10,1,5,786.0,4,0,5,230.0,5,0,528.0,0,5,0,0,1,3,2006,0,0,1,0,1,0,3,1,1,12456
2492,2146.0,10,1,5,949.0,4,0,5,730.0,5,0,346.0,0,5,0,0,1,5,2004,0,0,1,0,1,0,2,1,1,14836
936,0.0,4,0,3,265.0,2,0,7,0.0,3,0,624.0,0,2,0,0,1,58,1948,0,0,0,0,0,0,3,0,0,6956
1218,27.0,6,0,4,676.0,1,0,5,0.0,4,0,1191.0,0,4,0,0,1,0,2009,0,0,1,0,0,0,2,0,0,7862
1820,0.0,7,0,3,816.0,2,0,5,0.0,4,0,910.0,0,4,0,0,1,12,1996,0,0,0,0,0,0,3,0,1,11050
1724,0.0,7,0,3,527.0,3,0,5,0.0,4,0,880.0,0,4,0,0,1,10,1998,0,0,0,0,0,0,3,0,0,8924
1336,203.0,6,0,3,488.0,1,0,6,632.0,3,0,918.0,0,3,0,0,1,48,1958,0,1,1,0,1,0,3,0,1,9610
1558,420.0,5,0,3,282.0,1,0,5,0.0,3,0,490.0,0,3,0,0,1,57,1950,0,0,0,0,0,0,4,0,0,13710
1947,222.0,7,0,4,678.0,1,0,5,0.0,4,0,769.0,0,4,0,0,1,6,2004,0,1,0,0,0,0,3,0,1,12552
1657,537.0,7,0,4,483.0,3,0,5,145.0,4,0,295.0,0,4,0,0,1,14,1994,0,1,0,0,1,0,3,0,0,14565
2064,1206.0,7,0,4,550.0,1,0,5,383.0,4,0,656.0,0,4,0,0,1,30,1978,0,0,1,0,1,0,3,0,2,18559
1164,1040.0,5,0,3,240.0,1,0,5,0.0,3,0,124.0,0,3,0,0,1,58,1950,0,0,0,0,0,0,3,0,0,10880
836,0.0,7,0,3,308.0,1,0,6,0.0,3,0,836.0,0,4,1,0,1,35,1975,0,0,0,0,0,0,2,0,0,2280
1600,0.0,1,0,3,270.0,0,0,3,0.0,3,0,0.0,1,0,0,0,0,55,1951,0,0,1,0,0,0,3,0,0,31250
816,816.0,6,0,3,0.0,3,0,5,104.0,3,0,0.0,0,4,0,0,1,17,1990,0,0,0,0,1,0,3,0,0,11841
1766,1121.0,9,0,5,478.0,2,0,5,162.0,5,0,645.0,0,5,0,0,1,0,2009,0,0,1,0,1,0,2,1,1,9187
2002,284.0,5,0,3,871.0,1,0,6,0.0,3,0,717.0,0,3,0,0,1,58,1949,0,0,0,0,0,0,4,0,0,6270
1954,341.0,7,0,4,431.0,1,0,9,312.0,4,0,457.0,0,3,0,0,1,69,1939,0,0,0,0,1,0,3,0,2,15660
1364,453.0,7,0,4,437.0,3,0,5,14.0,4,1,767.0,0,4,0,0,1,0,2006,0,0,0,0,1,0,2,0,1,3087
1861,700.0,7,0,4,492.0,1,0,5,0.0,4,0,216.0,0,4,0,0,1,4,2002,0,1,0,0,0,0,3,0,0,13450
1734,0.0,5,0,3,539.0,0,0,5,0.0,4,0,0.0,1,0,0,0,1,32,1977,0,0,0,0,0,0,4,0,0,10125
1039,0.0,4,0,4,281.0,1,0,8,0.0,3,0,405.0,0,2,0,0,1,109,1900,0,0,0,0,0,0,2,0,0,8146
1510,0.0,4,0,4,720.0,1,0,4,0.0,4,0,677.0,0,2,0,0,1,99,1910,0,0,0,0,0,0,3,0,0,9600
2541,986.0,8,0,4,729.0,2,1,5,146.0,5,0,163.0,0,5,0,0,1,2,2005,0,0,0,0,1,0,4,1,1,12328
1512,516.0,8,0,4,845.0,4,0,5,264.0,4,0,222.0,0,4,0,0,1,5,2004,0,1,1,0,1,0,3,0,0,10141
1434,20.0,7,0,4,527.0,1,0,5,0.0,4,0,1434.0,0,4,0,0,1,8,2001,0,1,1,0,0,0,3,0,1,8529
1653,410.0,7,0,4,628.0,1,0,5,0.0,4,0,402.0,0,4,0,0,1,6,2003,0,1,0,0,0,0,3,0,0,8127
2007,0.0,6,0,3,357.0,2,0,7,0.0,5,0,917.0,0,2,0,0,1,109,1900,0,0,0,0,0,0,3,0,0,8400
1037,787.0,5,0,3,431.0,4,0,5,44.0,3,0,250.0,0,2,0,0,1,33,1974,0,1,1,0,1,0,2,0,0,10751
1389,1071.0,5,0,3,418.0,3,0,5,0.0,3,0,195.0,0,4,0,0,1,32,1974,0,1,1,0,0,0,2,0,1,10010
694,365.0,5,0,3,352.0,1,0,6,0.0,4,0,75.0,0,3,0,0,1,94,1913,0,0,0,0,0,0,2,0,1,4280
1096,0.0,6,0,3,0.0,1,0,5,0.0,3,0,572.0,0,3,0,0,1,84,1924,0,0,0,0,0,0,2,0,0,9600
894,894.0,5,0,3,552.0,1,0,7,0.0,3,0,0.0,0,3,0,0,1,34,1972,0,0,1,0,0,0,3,0,0,9800
864,119.0,5,0,3,576.0,1,0,5,0.0,3,0,132.0,0,4,0,0,1,37,1971,0,0,1,0,0,0,3,0,0,7560
1774,0.0,4,0,3,779.0,1,0,2,0.0,3,0,1095.0,0,3,0,0,0,106,1900,0,0,0,0,0,0,4,0,0,9600
1118,522.0,6,0,3,358.0,3,0,6,0.0,3,0,574.0,0,3,0,0,1,31,1977,0,0,0,0,0,0,3,0,1,9880
1252,280.0,6,0,3,288.0,1,0,5,0.0,3,0,752.0,0,3,0,0,1,58,1950,0,0,0,0,0,0,3,0,0,9600
1148,1148.0,5,0,3,672.0,1,0,5,0.0,3,0,0.0,0,3,0,1,1,50,1959,0,0,1,0,0,0,3,0,0,7931
1666,0.0,8,0,3,228.0,1,0,7,0.0,4,0,588.0,0,3,0,0,1,83,1925,0,0,0,0,0,0,3,0,1,5100
1947,1194.0,9,0,4,725.0,2,0,5,134.0,4,0,163.0,0,4,0,0,1,7,2001,0,0,0,0,1,0,3,0,1,9720
912,842.0,5,0,3,336.0,1,0,5,0.0,3,0,70.0,0,3,0,0,1,43,1967,0,0,1,0,0,0,3,0,1,8521
1195,0.0,5,0,3,0.0,1,0,6,0.0,3,0,1195.0,0,3,0,0,1,61,1946,0,0,0,0,0,0,4,0,0,8741
1624,1456.0,8,0,4,757.0,1,0,5,0.0,4,0,168.0,0,4,0,0,1,12,1994,0,1,1,0,0,1,2,0,1,12461
914,710.0,5,0,3,444.0,1,0,7,40.0,3,0,132.0,0,3,0,0,1,30,1979,0,0,1,0,1,0,2,0,0,6950
1328,967.0,5,0,3,308.0,4,0,6,0.0,3,0,383.0,0,3,0,0,1,48,1959,0,1,1,0,0,0,2,0,2,16905
1461,0.0,6,0,3,225.0,1,0,8,0.0,3,0,686.0,0,3,0,0,1,81,1926,0,0,0,0,0,0,3,0,1,7155
2683,704.0,6,0,4,473.0,1,0,5,304.0,4,0,226.0,0,4,0,0,1,18,1990,0,1,0,0,1,1,4,0,2,9205
1258,0.0,7,0,4,462.0,1,0,6,0.0,4,0,1246.0,0,4,0,0,1,0,2007,0,1,1,0,0,0,3,0,0,7697
2008,603.0,5,0,3,230.0,1,0,8,0.0,5,0,293.0,0,3,0,0,1,58,1948,0,0,1,0,0,0,3,0,0,7800
1187,311.0,5,0,3,440.0,1,0,5,0.0,3,0,386.0,0,3,0,0,1,46,1961,0,1,1,0,0,0,2,0,1,14357
990,495.0,5,0,3,299.0,1,0,5,0.0,3,0,495.0,0,4,0,0,1,13,1994,0,0,1,0,0,0,3,0,0,8775
1586,612.0,8,0,4,480.0,1,0,5,466.0,4,0,348.0,0,4,1,0,1,9,1999,0,0,0,0,1,0,3,0,0,2645
990,716.0,5,0,3,576.0,1,0,5,0.0,3,0,274.0,0,4,0,0,1,11,1995,0,0,1,0,0,0,3,0,0,13568
1600,1277.0,5,0,3,319.0,4,0,6,0.0,3,0,207.0,0,3,0,0,1,49,1957,0,1,1,0,0,0,2,0,2,16321
1792,350.0,8,0,4,590.0,3,0,5,0.0,4,0,546.0,0,4,0,0,1,0,2007,0,0,0,0,0,0,3,0,0,8640
988,437.0,4,0,3,297.0,4,0,6,0.0,3,0,25.0,0,4,1,0,1,35,1973,0,1,0,0,0,0,1,0,1,1596
1170,625.0,5,0,3,338.0,1,0,6,0.0,3,0,545.0,0,3,0,1,1,49,1958,0,1,1,0,0,0,3,0,1,7315
1376,0.0,3,0,3,216.0,2,0,5,0.0,3,0,738.0,0,3,0,0,1,101,1905,0,0,0,0,0,0,2,0,0,7614
1154,740.0,5,0,3,480.0,2,0,6,200.0,3,0,184.0,0,3,0,0,1,43,1966,0,1,1,0,1,0,3,0,1,11000
1772,0.0,8,0,4,816.0,1,0,9,0.0,4,0,725.0,0,3,0,0,1,97,1910,0,0,0,0,0,0,3,0,0,10337
2084,1636.0,10,1,5,1220.0,3,0,5,816.0,5,0,442.0,0,5,0,0,1,1,2007,0,0,1,0,1,0,2,0,1,14803
951,285.0,4,0,3,327.0,1,0,6,0.0,3,0,666.0,0,3,0,0,1,70,1936,0,0,0,0,0,0,2,0,0,8765
2687,1173.0,8,0,4,810.0,2,0,5,150.0,4,0,282.0,0,4,0,0,1,9,2000,0,1,0,0,1,1,4,0,2,12720
2490,2158.0,9,0,5,795.0,4,0,5,198.0,5,0,300.0,0,5,0,0,1,4,2005,0,0,1,0,1,0,2,1,2,11128
1666,0.0,6,0,3,384.0,1,0,6,0.0,3,0,1204.0,0,3,0,0,1,82,1927,0,0,0,0,0,0,3,0,0,5160
1141,0.0,6,0,4,484.0,1,0,5,0.0,3,0,1141.0,0,4,0,0,1,1,2005,0,0,1,0,0,0,3,0,0,13072
1464,732.0,5,0,3,470.0,1,0,6,0.0,3,0,0.0,0,3,0,0,1,40,1968,0,0,0,0,0,0,4,0,0,8814
1347,969.0,5,0,3,0.0,4,0,7,0.0,3,0,148.0,0,4,0,0,1,98,1910,0,0,0,0,0,0,3,0,0,7000
1282,485.0,5,0,3,240.0,1,0,6,0.0,3,0,187.0,0,3,0,0,1,65,1942,0,0,0,0,0,0,2,0,0,4484
1320,274.0,6,0,3,472.0,1,0,5,0.0,4,0,362.0,0,4,0,0,1,12,1994,0,0,0,0,0,0,3,0,0,9019
936,0.0,3,0,3,0.0,1,0,5,0.0,3,0,216.0,0,2,0,0,1,90,1916,0,0,0,0,0,0,2,0,0,8520
1580,0.0,8,0,4,830.0,1,0,5,186.0,4,0,1580.0,0,4,0,0,1,1,2007,0,1,1,0,1,0,3,1,0,11932
1558,88.0,5,0,3,440.0,1,0,6,0.0,3,0,180.0,0,3,0,0,0,33,1975,0,0,1,0,0,0,2,0,0,14330
640,0.0,3,0,3,240.0,0,0,6,0.0,3,0,0.0,1,0,0,0,0,65,1945,0,0,0,0,0,0,2,0,0,8777
1322,257.0,6,0,3,440.0,1,0,5,0.0,3,1,103.0,0,3,0,0,1,35,1974,0,0,0,0,0,0,3,0,1,2308
1826,299.0,7,0,4,164.0,1,0,8,0.0,5,0,611.0,0,3,0,0,0,94,1915,0,0,0,0,0,0,4,0,1,2500
1339,1053.0,7,0,3,484.0,1,0,5,54.0,3,0,256.0,0,4,0,0,1,16,1990,0,0,1,0,1,0,2,0,1,8049
1092,0.0,4,0,2,0.0,0,0,5,0.0,2,0,0.0,1,0,0,0,0,80,1930,0,0,0,0,0,0,3,0,0,5600
1146,786.0,7,0,4,438.0,3,0,5,442.0,4,0,82.0,0,5,0,0,1,4,2003,0,0,0,0,1,0,3,0,1,9590
1125,631.0,6,0,3,352.0,3,0,6,255.0,3,0,410.0,0,3,0,0,1,33,1976,0,0,0,0,1,0,3,0,1,7200
2057,223.0,7,0,4,180.0,1,0,7,0.0,4,0,794.0,0,4,0,1,1,70,1936,0,0,0,0,0,0,3,0,1,11500
899,0.0,5,0,3,200.0,1,0,6,0.0,3,0,481.0,0,3,0,0,1,98,1910,0,0,0,0,0,0,2,0,0,6756
1594,0.0,4,0,3,0.0,1,0,6,0.0,3,0,828.0,0,3,0,0,1,98,1910,0,0,0,0,0,0,3,0,0,11426
1694,0.0,8,1,5,818.0,1,0,5,254.0,4,0,1694.0,0,5,0,0,1,0,2007,0,0,1,0,1,0,3,0,0,12030
1911,380.0,8,0,4,471.0,1,0,5,125.0,4,0,397.0,0,4,0,0,1,13,1993,0,1,0,0,1,0,3,0,1,9554
672,0.0,4,0,3,0.0,1,0,4,0.0,3,0,432.0,0,2,0,0,0,81,1925,0,0,0,0,0,0,2,0,0,8534
1523,644.0,6,0,3,478.0,1,0,5,160.0,3,0,549.0,0,4,0,0,1,32,1976,0,0,1,0,1,0,3,0,1,11361
1651,1398.0,6,0,3,616.0,1,0,5,132.0,3,0,0.0,0,4,0,0,0,22,1986,0,0,1,0,1,0,3,1,1,12416
1041,991.0,5,0,3,270.0,1,0,6,132.0,3,0,50.0,0,3,0,0,1,50,1959,0,1,1,0,1,0,3,0,0,9600
1604,0.0,5,0,3,576.0,1,0,5,0.0,3,0,1604.0,0,3,0,0,1,52,1958,0,0,0,0,0,0,4,0,0,8267
1672,521.0,6,0,3,240.0,1,0,7,0.0,4,0,460.0,0,3,0,0,1,68,1940,0,0,0,0,0,0,3,0,1,6000
1164,0.0,7,0,3,528.0,1,0,5,168.0,3,0,1164.0,0,3,0,0,1,37,1969,0,0,1,0,1,0,3,0,0,9600
1041,0.0,5,0,3,294.0,1,0,6,0.0,3,0,1041.0,0,3,0,1,1,51,1958,0,1,1,0,0,0,3,0,0,7350
1034,450.0,6,0,3,504.0,4,0,8,40.0,3,0,0.0,0,4,0,0,1,30,1978,0,0,0,0,1,0,3,0,1,7703
1609,0.0,6,0,4,228.0,1,0,8,0.0,3,0,796.0,0,4,0,0,1,98,1910,0,0,0,0,0,0,3,0,0,4347
1337,32.0,5,0,3,264.0,1,0,8,0.0,4,0,232.0,0,3,0,0,1,58,1950,0,1,1,0,0,0,3,0,1,9600
2622,1032.0,8,0,4,712.0,3,0,5,362.0,4,0,431.0,0,5,0,0,1,16,1994,0,1,0,0,1,1,3,0,2,12256
1594,0.0,7,0,3,472.0,1,0,6,112.0,4,0,1594.0,0,4,0,0,1,14,1993,0,1,1,0,1,0,2,0,1,9547
1262,905.0,6,0,4,572.0,1,0,5,68.0,4,0,357.0,0,4,0,0,1,0,2006,0,0,1,0,1,0,2,1,0,7200
1175,80.0,6,0,3,0.0,1,0,5,126.0,4,0,1095.0,0,4,0,0,1,3,2005,0,0,1,0,1,0,3,0,0,13072
1288,0.0,6,0,3,280.0,1,0,7,0.0,5,0,624.0,0,3,0,0,1,92,1917,0,0,0,0,0,0,3,0,1,3600
1302,0.0,5,0,3,280.0,1,0,5,142.0,3,0,630.0,0,3,1,0,1,38,1971,0,0,0,0,1,0,3,0,0,1680
1247,1039.0,8,0,4,550.0,1,0,5,0.0,4,1,208.0,0,4,0,0,1,1,2005,0,0,0,0,0,0,1,0,1,3316
2589,1369.0,9,1,4,831.0,1,0,5,215.0,5,0,369.0,0,5,0,0,1,0,2006,0,1,0,0,1,0,4,1,1,16387
1689,1218.0,8,0,4,857.0,1,0,5,148.0,4,0,350.0,0,4,0,0,1,6,2002,0,1,1,0,1,0,3,0,2,13265
1405,1000.0,7,1,4,478.0,1,0,5,235.0,4,1,405.0,0,4,0,0,1,4,2003,0,1,0,0,1,0,2,1,1,3242
1324,624.0,7,0,3,585.0,4,0,6,130.0,4,0,0.0,0,4,0,0,1,31,1976,0,0,0,0,1,0,3,1,1,8991
1377,1098.0,5,0,3,351.0,1,0,5,0.0,3,0,125.0,0,3,0,1,1,47,1960,0,0,1,0,0,0,3,0,2,8000
1756,742.0,6,0,4,422.0,1,0,5,42.0,3,0,130.0,0,5,0,0,1,11,1996,0,0,0,0,1,0,3,0,0,9303
1228,0.0,5,0,3,271.0,1,0,6,0.0,4,0,1228.0,0,3,0,0,1,42,1966,0,0,1,0,0,0,3,0,0,8544
1008,486.0,5,0,3,275.0,1,0,6,0.0,3,0,522.0,0,3,0,1,1,52,1954,0,1,1,0,0,0,2,0,1,11425
2031,252.0,7,0,4,541.0,3,0,5,202.0,4,0,901.0,0,4,0,0,1,10,1998,0,0,0,0,1,0,3,0,1,11404
1504,0.0,6,0,4,440.0,3,0,5,22.0,4,0,752.0,0,4,0,0,1,0,2007,0,0,0,0,1,0,3,1,0,8229
936,579.0,5,0,3,0.0,1,0,7,0.0,3,0,357.0,0,3,0,0,1,90,1920,0,0,0,0,0,0,2,0,1,4485
1383,0.0,4,0,3,498.0,0,0,5,0.0,3,0,0.0,1,0,0,0,0,55,1954,0,0,1,0,0,0,2,0,0,15635
967,0.0,5,0,3,180.0,1,0,6,0.0,3,0,967.0,0,3,0,0,1,87,1920,0,0,0,0,0,0,2,0,1,3153
1656,24.0,8,0,4,826.0,3,0,5,0.0,4,0,1632.0,0,4,0,0,1,1,2006,0,1,1,0,0,0,3,0,0,11096
1152,0.0,6,0,3,300.0,1,0,8,0.0,4,0,1092.0,0,3,0,0,1,59,1950,0,0,1,0,0,0,3,0,1,14000
1142,24.0,6,0,3,0.0,2,0,5,0.0,4,0,1118.0,0,3,0,0,1,1,2005,0,0,1,0,0,0,3,0,0,7733
1403,1136.0,6,0,4,470.0,3,0,5,0.0,4,0,129.0,0,4,0,0,1,6,2000,0,0,1,0,0,0,2,0,0,8098
1712,528.0,5,0,3,588.0,1,0,5,122.0,3,0,1098.0,0,3,0,0,1,47,1959,0,0,0,0,1,0,4,0,0,8393
1258,1198.0,4,0,3,400.0,3,0,4,0.0,3,0,0.0,0,4,0,0,1,39,1969,0,0,0,0,0,0,0,0,0,12900
1687,353.0,5,0,3,572.0,3,0,5,0.0,3,0,60.0,0,3,0,0,0,62,1948,0,0,1,0,0,0,3,0,2,57200
1560,0.0,5,0,3,484.0,1,0,5,260.0,3,0,1560.0,0,3,0,0,1,49,1958,0,0,0,0,1,0,4,1,0,8078
1935,0.0,7,0,3,550.0,1,0,7,233.0,3,0,793.0,0,4,0,0,1,31,1976,0,1,0,0,1,0,3,0,1,12384
1083,1005.0,7,0,4,596.0,4,0,5,252.0,3,0,42.0,0,5,0,0,1,30,1976,0,1,0,0,1,0,2,1,1,9927
907,60.0,5,0,3,308.0,3,0,4,0.0,3,0,399.0,0,4,0,0,1,30,1977,0,1,1,0,0,0,3,0,0,16300
1675,1223.0,6,0,4,435.0,2,0,5,0.0,4,0,443.0,0,5,0,0,1,9,1999,0,1,1,0,0,0,3,0,0,7915
988,0.0,5,0,3,520.0,1,0,5,0.0,3,0,988.0,0,3,0,0,1,54,1954,0,1,1,0,0,0,2,0,0,21750
1491,0.0,8,0,4,490.0,1,0,5,0.0,4,0,1491.0,0,5,0,0,1,5,2001,0,1,1,0,0,0,3,0,0,9116
1479,904.0,7,0,3,578.0,4,0,5,310.0,4,0,117.0,0,4,0,0,0,22,1987,0,0,0,0,1,0,3,0,1,14419
1112,308.0,5,0,3,480.0,1,0,5,0.0,3,0,323.0,0,3,0,0,1,58,1951,0,0,1,0,0,0,2,0,0,13070
1689,0.0,6,0,3,480.0,1,0,5,0.0,3,0,1436.0,0,3,0,0,1,53,1956,0,0,1,0,0,0,3,0,1,9855
1710,1034.0,9,0,5,557.0,4,1,5,178.0,5,1,676.0,0,5,0,0,1,1,2007,0,1,0,0,1,0,2,0,1,8118
1253,733.0,6,0,3,352.0,1,0,5,212.0,3,0,520.0,0,3,0,0,1,48,1960,0,1,1,0,1,0,2,0,1,10920
864,110.0,5,0,3,294.0,1,0,5,0.0,3,0,312.0,0,3,0,0,1,45,1962,0,0,1,0,0,0,2,0,0,6600
1456,648.0,7,0,4,410.0,3,0,5,0.0,4,0,80.0,0,4,0,0,1,3,2005,0,0,0,0,0,0,3,0,1,8199
1217,611.0,7,0,3,497.0,3,0,5,0.0,4,0,577.0,0,4,0,0,1,19,1990,0,0,0,0,0,0,3,0,0,9947
2646,1023.0,7,0,4,550.0,4,0,4,145.0,4,0,228.0,0,4,0,0,0,32,1974,0,1,0,0,1,0,3,0,4,14330
1768,20.0,8,0,4,578.0,3,0,5,0.0,4,0,846.0,0,4,0,0,1,2,2007,0,1,0,0,0,0,3,0,0,10769
914,298.0,5,0,4,576.0,3,0,5,0.0,3,0,572.0,0,4,0,0,1,10,1996,0,0,0,0,0,0,2,0,0,8846
1775,0.0,6,0,3,480.0,1,0,5,0.0,3,0,533.0,0,3,0,0,1,46,1964,0,0,0,0,0,0,3,0,0,10600
2620,498.0,5,0,3,600.0,1,0,5,1.0,3,0,652.0,0,4,0,0,1,30,1977,0,1,0,0,1,0,4,0,1,18890
1627,0.0,5,0,3,420.0,1,0,5,0.0,3,0,797.0,0,2,0,0,1,108,1900,0,0,0,0,0,0,4,0,0,9142
1320,0.0,7,0,4,400.0,1,0,5,0.0,4,0,660.0,0,4,0,0,1,4,2003,0,0,0,0,0,0,3,0,0,7750
1123,0.0,4,0,3,264.0,1,0,5,0.0,3,0,732.0,0,3,0,0,1,68,1939,0,0,0,0,0,0,3,0,0,6060
874,441.0,5,0,3,288.0,1,0,7,0.0,3,0,423.0,0,3,0,0,1,38,1968,0,1,1,0,0,0,3,0,0,10172
